product_id,product_name,product_category,product_weight_kg,fragility_level,is_liquid,premium_level,material_id,material_name,material_type,strength,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,base_cost_per_unit,shipping_category,region_market,strength_norm,weight_capacity_kg_norm,biodegradability_score_norm,co2_emission_score_norm,recyclability_percent_norm,base_cost_per_unit_norm,co2_impact_index,cost_efficiency_index,material_suitability_score
4677,eyeliner_product_4677,eyeliner,0.452,low,0,2,101,Squeezable Silicone Tube,Plastic,9,0.9,32.67,57.95,51.55,5.43,standard,Other,1,0.510600706,0.343894737,0.506408545,0.198999828,0.243,0.32175,6.033333327,0.430268421
4678,mascara_product_4678,mascara,0.49,medium,0,2,63,Rigid Kraft Paper Box,Paper/Paperboard,8,1.291,70.12,31.69,64.22,6.69,fragile,North America,0.75,0.740871613,0.738105263,0.155807744,0.417485773,0.369,-0.0042,5.182029431,0.410731579
4679,eyeliner_product_4679,eyeliner,0.307,medium,0,2,76,Stackable Sample Pot,Plastic,8,1.074,10.44,69.86,46.27,7.36,fragile,Europe,0.75,0.613074205,0.109894737,0.665420561,0.107949646,0.436,0.46725,6.8528864,0.202168421
4680,eyeliner_product_4680,eyeliner,0.326,high,0,3,125,Embossed Metal Gift Tin,Aluminum,9,0.599,3.39,72.02,77.91,12.82,standard,North America,1,0.333333333,0.035684211,0.694259012,0.653560959,0.982,0.33065,21.40233719,0.116105263
4681,mascara_product_4681,mascara,0.337,medium,0,2,84,Recycled HDPE Tube,Plastic,9,0.814,35.7,62.2,71.45,6.68,standard,Other,1,0.459952885,0.375789474,0.563150868,0.542162442,0.368,0.26475,8.206388196,0.402336842
4682,toner_product_4682,toner,0.356,medium,1,2,93,Airless Pump Bottle,Other,8,0.626,63.78,53.96,70.14,6.73,express,North America,0.75,0.349234393,0.671368421,0.453137517,0.51957234,0.373,0.1889,10.7507987,0.389510526
4683,compact_product_4683,compact,0.351,low,0,3,104,PCR Plastic Lotion Bottle,Plastic,7,1.113,12.3,46.78,66.96,6.55,standard,Europe,0.5,0.636042402,0.129473684,0.357276368,0.464735299,0.355,0.133,5.884995502,0.132342105
4684,foundation_product_4684,foundation,0.08,medium,1,2,113,Airless Pump Bottle,Other,8,0.152,51.85,53.79,48.04,8.85,standard,Europe,0.75,0.07008245,0.545789474,0.450867824,0.13847215,0.585,0.2977,58.22368383,0.288236842
4685,mascara_product_4685,mascara,0.226,low,0,1,20,Bamboo Mascara Tube,Wood/Bamboo,7,0.74,66,32.17,63.74,9.15,express,Asia,0.5,0.416372202,0.694736842,0.162216288,0.409208484,0.615,0.003,12.36486485,0.223921053
4686,foundation_product_4686,foundation,0.282,low,1,2,38,Tinted Glass Cream Jar,Aluminum,9,0.939,0.27,87.01,93.3,12.83,fragile,Other,1,0.533568904,0.002842105,0.894392523,0.918951543,0.983,0.4036,13.66347176,0.105952632
4687,lotion_product_4687,lotion,0.047,medium,1,1,30,Tinted Glass Cream Jar,Aluminum,9,0.102,1.68,82.88,97.52,11.17,standard,North America,1,0.040636042,0.017684211,0.839252336,0.991722711,0.817,0.3412,109.5098028,0.160205263
4688,lipstick_product_4688,lipstick,0.243,low,0,2,65,Recycled Cardboard Sleeve,Paper/Paperboard,7,0.716,87.38,39.41,94.46,5.99,fragile,Asia,0.5,0.402237927,0.919789474,0.258878505,0.938954992,0.299,-0.0782,8.365921776,0.386236842
4689,compact_product_4689,compact,0.435,low,0,2,73,Refillable Acrylic Jar,Plastic,8,0.855,35.78,69.33,44.47,6.34,standard,Asia,0.75,0.48409894,0.376631579,0.658344459,0.076909812,0.334,0.47095,7.41520467,0.312789474
4690,cream_product_4690,cream,0.316,low,0,1,25,Recycled Glass Perfume Bottle,Glass,7,0.544,4.29,72.7,72.07,11.95,fragile,Asia,0.5,0.300942285,0.045157895,0.703337784,0.55285394,0.895,0.36665,21.96691172,-0.054952632
4691,cream_product_4691,cream,0.323,low,0,2,118,Tinted Glass Cream Jar,Aluminum,8,1.02,1.18,94.67,91.15,9.33,express,Asia,0.75,0.581272084,0.012421053,0.996662216,0.881876186,0.633,0.49095,9.147058815,0.113826316
4692,toner_product_4692,toner,0.391,medium,1,1,7,PLA Bioplastic Bottle,Bioplastic,8,0.69,70.69,46.1,62.49,7.25,standard,Asia,0.75,0.386925795,0.744105263,0.348197597,0.387653044,0.425,0.14855,10.50724636,0.395731579
4693,mascara_product_4693,mascara,0.072,low,0,2,33,Bamboo Mascara Tube,Wood/Bamboo,8,0.217,85.98,26.16,68.99,10.97,standard,Asia,0.75,0.10836278,0.905052632,0.081975968,0.499741335,0.797,-0.08335,50.55299516,0.332415789
4694,lipstick_product_4694,lipstick,0.176,low,0,1,9,Glass Dropper Bottle,Glass,6,0.284,9.71,85.14,75.19,7.38,fragile,Europe,0.25,0.147820966,0.102210526,0.869425901,0.60665632,0.438,0.47545,25.9859154,-0.000736842
4695,foundation_product_4695,foundation,0.054,medium,1,2,71,Frosted Glass Serum Bottle,Glass,7,0.183,4.66,88.59,78.12,7.69,standard,Asia,0.5,0.088339223,0.049052632,0.915487316,0.657182273,0.469,0.4953,42.02185769,0.074015789
4696,mascara_product_4696,mascara,0.432,low,0,1,16,Compostable Pouch with Valve,Bioplastic,6,0.805,83.85,51.07,50.03,5.32,express,Asia,0.25,0.454652532,0.882631579,0.414552737,0.172788412,0.232,0.26055,6.608695644,0.295189474
4697,foundation_product_4697,foundation,0.483,medium,1,1,78,Window Cutout Paperboard Box,Paper/Paperboard,8,1.297,76.27,33.66,81.99,5.98,express,Asia,0.75,0.744405182,0.802842105,0.182109479,0.723917917,0.298,-0.07335,4.610639935,0.451452632
4698,foundation_product_4698,foundation,0.275,low,1,2,21,Stackable Sample Pot,Plastic,8,0.615,38.21,48.36,75.37,7.51,standard,Asia,0.75,0.342756184,0.402210526,0.378371162,0.609760303,0.451,0.10675,12.21138209,0.285363158
4699,foundation_product_4699,foundation,0.371,low,1,3,113,Wooden Cosmetic Case,Wood/Bamboo,8,1.212,62.71,53.93,81.38,6.41,standard,Europe,0.75,0.694346289,0.660105263,0.452736983,0.713398862,0.341,0.1324,5.288778874,0.395731579
4700,eyeliner_product_4700,eyeliner,0.273,low,0,1,107,Recycled Glass Perfume Bottle,Glass,7,0.602,0.95,61.52,80.52,6.45,standard,Asia,0.5,0.335100118,0.01,0.554072096,0.698568719,0.345,0.2126,10.7142857,0.0995
4701,lotion_product_4701,lotion,0.073,high,1,2,88,PCR Plastic Lotion Bottle,Plastic,7,0.173,26.52,49.59,44.94,5.57,express,Europe,0.5,0.082449941,0.279157895,0.394793057,0.085014658,0.257,0.2712,32.19653161,0.206647368
4702,eyeliner_product_4702,eyeliner,0.366,medium,0,1,22,Refillable Stick Container,Plastic,8,0.555,33.69,69.9,47.24,7.05,standard,Asia,0.75,0.307420495,0.354631579,0.665954606,0.124676668,0.405,0.4628,12.70270268,0.284889474
4703,lip_balm_product_4703,lip_balm,0.143,low,0,1,105,Rigid Kraft Paper Box,Paper/Paperboard,7,0.242,94.85,29.33,65.69,5.47,express,Asia,0.5,0.123085983,0.998421053,0.124299065,0.442834972,0.247,-0.03515,22.60330569,0.425426316
4704,mascara_product_4704,mascara,0.185,medium,0,1,94,Wooden Cosmetic Case,Wood/Bamboo,7,0.395,67.75,29.36,73,6.03,standard,Asia,0.5,0.21319199,0.713157895,0.124699599,0.568891188,0.303,-0.0714,15.26582275,0.323047368
4705,mascara_product_4705,mascara,0.264,high,0,1,113,Molded Pulp Tray,Molded Pulp,7,0.776,76.28,25.32,79.41,5.92,standard,Other,0.5,0.437573616,0.802947368,0.070761015,0.679427487,0.292,-0.14385,7.62886597,0.35328421
4706,cream_product_4706,cream,0.2,low,0,1,25,Aluminium Cosmetic Tin,Aluminum,8,0.37,1.88,71.61,75.41,10.88,express,Asia,0.75,0.198468787,0.019789474,0.688785047,0.610450078,0.788,0.33905,29.40540533,0.069536842
4707,toner_product_4707,toner,0.393,low,1,2,6,Compostable Pouch with Valve,Bioplastic,8,1.346,75.42,57.28,64.89,6.68,standard,Asia,0.75,0.773262661,0.793894737,0.497463284,0.42903949,0.368,0.24835,4.962852894,0.427768421
4708,lipstick_product_4708,lipstick,0.274,medium,0,1,81,FSC Paperboard Carton,Paper/Paperboard,5,0.421,79.96,25.61,66.19,5.9,standard,Europe,0,0.228504122,0.841684211,0.074632844,0.451457148,0.29,-0.07485,14.01425175,0.165505263
4709,lotion_product_4709,lotion,0.401,medium,1,1,58,Wooden Cosmetic Case,Wood/Bamboo,6,1.066,73.84,26.45,75.92,6.68,fragile,Europe,0.25,0.608362779,0.777263158,0.085847797,0.619244697,0.368,-0.1151,6.266416504,0.222778947
4710,lip_balm_product_4710,lip_balm,0.098,medium,0,2,101,Embossed Metal Gift Tin,Aluminum,7,0.259,2.22,84.21,76.6,7.88,express,Asia,0.5,0.133097762,0.023368421,0.857009346,0.630970857,0.488,0.4591,30.42471031,0.060610526
4711,lipstick_product_4711,lipstick,0.065,medium,0,2,45,Travel-Size Mini Tube,Other,8,0.123,37.47,67.3,47.09,8.25,express,Asia,0.75,0.053003534,0.394421053,0.631241656,0.122090016,0.525,0.43755,67.07317019,0.260826316
4712,lipstick_product_4712,lipstick,0.354,medium,0,2,2,PLA Bioplastic Bottle,Bioplastic,6,0.904,77.36,59.06,47.71,8.27,standard,Asia,0.25,0.512956419,0.814315789,0.521228304,0.132781514,0.527,0.35205,9.148230078,0.186194737
4713,cream_product_4713,cream,0.067,low,0,2,20,Recycled PET Bottle,Plastic,9,0.158,15.36,62.86,68.92,4.25,express,Europe,1,0.073616019,0.161684211,0.571962617,0.49853423,0.125,0.284,26.89873401,0.411005263
4714,cream_product_4714,cream,0.413,medium,0,2,53,Magnetic Closure Paperboard Box,Paper/Paperboard,6,1.049,94.47,30.31,82.14,3,express,Asia,0.25,0.598351001,0.994421053,0.137383178,0.72650457,0,-0.1076,2.859866537,0.398326316
4715,mascara_product_4715,mascara,0.351,low,0,2,66,Bamboo Mascara Tube,Wood/Bamboo,7,0.56,71.76,32.85,69.6,10.44,standard,Other,0.5,0.310365135,0.755368421,0.17129506,0.51026039,0.744,-0.0195,18.64285711,0.203410526
4716,serum_product_4716,serum,0.161,low,1,3,25,Window Cutout Paperboard Box,Paper/Paperboard,8,0.548,85.56,26.66,93.85,3.46,standard,Europe,0.75,0.303297997,0.900631579,0.088651535,0.928435937,0.046,-0.20265,6.313868602,0.556389474
4717,lipstick_product_4717,lipstick,0.195,medium,0,3,42,Window Cutout Paperboard Box,Paper/Paperboard,7,0.372,93.75,41.97,89.44,4.67,fragile,Asia,0.5,0.199646643,0.986842105,0.29305741,0.852388343,0.167,-0.0275,12.55376341,0.445952632
4718,toner_product_4718,toner,0.095,low,1,1,135,Bamboo Mascara Tube,Wood/Bamboo,7,0.285,77,34.12,64.69,10.79,fragile,Asia,0.5,0.148409894,0.810526316,0.188251001,0.425590619,0.779,0.01775,37.85964899,0.209457895
4719,serum_product_4719,serum,0.066,high,1,2,78,Recycled HDPE Tube,Plastic,8,0.148,32.97,68.07,58.55,7.06,express,Other,0.75,0.067726737,0.347052632,0.641522029,0.319710295,0.406,0.38795,47.70270238,0.282315789
4720,cream_product_4720,cream,0.339,low,0,1,58,Bamboo Mascara Tube,Wood/Bamboo,7,0.844,93.39,42.01,55.58,10.75,standard,Asia,0.5,0.47762073,0.983052632,0.293591455,0.268494568,0.775,0.1422,12.73696681,0.262415789
4721,foundation_product_4721,foundation,0.321,low,1,3,135,Recycled Glass Perfume Bottle,Glass,6,1.027,9.91,77.22,77.88,7.46,express,Asia,0.25,0.585394582,0.104315789,0.763684913,0.653043628,0.446,0.3828,7.263875358,-0.002505263
4722,compact_product_4722,compact,0.406,low,0,3,136,Recycled Glass Perfume Bottle,Glass,8,1.352,8.39,89.02,93.19,9.73,standard,Asia,0.75,0.77679623,0.088315789,0.921228304,0.917054665,0.673,0.42425,7.196745557,0.124594737
4723,cream_product_4723,cream,0.066,high,0,2,96,Wooden Cosmetic Case,Wood/Bamboo,7,0.179,71.26,41.99,76.74,9.56,standard,Europe,0.5,0.08598351,0.750105263,0.293324433,0.633385066,0.656,0.0362,53.40782093,0.228231579
4724,lipstick_product_4724,lipstick,0.319,medium,0,1,22,Stackable Sample Pot,Plastic,8,0.934,31.4,63.5,74.17,7.82,standard,Europe,0.75,0.530624264,0.330526316,0.580507343,0.589067081,0.482,0.26415,8.372590997,0.254557895
4725,foundation_product_4725,foundation,0.047,medium,1,1,60,Airless Pump Bottle,Other,5,0.149,57.43,65.23,73.93,6.14,standard,Other,0,0.068315665,0.604526316,0.603604806,0.584928436,0.314,0.28265,41.20805341,0.087157895
4726,foundation_product_4726,foundation,0.309,high,1,1,42,Travel-Size Mini Tube,Other,6,0.926,44.75,65.63,66.22,8.31,express,Asia,0.25,0.525912838,0.471052632,0.60894526,0.451974478,0.531,0.3252,8.974082064,0.082015789
4727,lipstick_product_4727,lipstick,0.323,low,0,3,95,Recycled Glass Perfume Bottle,Glass,7,1.01,1.84,76.6,87.66,7.19,fragile,Asia,0.5,0.575382803,0.019368421,0.75540721,0.821693395,0.419,0.3277,7.118811874,0.080110526
4728,mascara_product_4728,mascara,0.495,low,0,1,145,Airless Pump Bottle,Other,6,1.564,48.49,61.51,40.24,4.22,fragile,Asia,0.25,0.901648998,0.510421053,0.553938585,0.003966201,0.122,0.4139,2.698209717,0.216526316
4729,toner_product_4729,toner,0.395,low,1,2,77,Sugarcane Bioplastic Tube,Bioplastic,7,0.737,78.74,49.58,44.92,8.79,express,Europe,0.5,0.414605418,0.828842105,0.394659546,0.084669771,0.579,0.2712,11.92672997,0.274952632
4730,lipstick_product_4730,lipstick,0.032,medium,0,3,29,Magnetic Closure Paperboard Box,Paper/Paperboard,8,0.063,89.26,24.92,88.68,6.75,standard,Asia,0.75,0.017667845,0.939578947,0.065420561,0.839282635,0.375,-0.1942,107.1428554,0.469373684
4731,serum_product_4731,serum,0.169,medium,1,2,132,Refillable Acrylic Jar,Plastic,8,0.315,23.66,67.51,58.52,6.57,express,Europe,0.75,0.166077738,0.249052632,0.634045394,0.319192964,0.357,0.3825,20.85714279,0.267615789
4732,mascara_product_4732,mascara,0.06,medium,0,1,18,PCR Plastic Lotion Bottle,Plastic,7,0.091,31.24,60.83,72.57,7.03,express,Asia,0.5,0.034157833,0.328842105,0.544859813,0.561476117,0.403,0.24545,77.2527464,0.177752632
4733,serum_product_4733,serum,0.13,high,1,2,1,PETG Lotion Bottle,Plastic,9,0.42,19.97,44.03,42.11,5.32,fragile,Asia,1,0.227915194,0.210210526,0.320560748,0.03621314,0.232,0.22975,12.66666664,0.393463158
4734,toner_product_4734,toner,0.042,low,1,2,18,Travel-Size Mini Tube,Other,7,0.127,52.86,74.55,58.61,6.92,standard,Asia,0.5,0.055359246,0.556421053,0.728037383,0.320744956,0.392,0.45245,54.48818855,0.249326316
4735,toner_product_4735,toner,0.069,low,1,1,11,Recycled Glass Perfume Bottle,Glass,7,0.231,6.16,65.36,92.62,9.16,standard,Asia,0.5,0.116607774,0.064842105,0.605340454,0.907225384,0.616,0.1905,39.65367948,0.034652632
4736,lipstick_product_4736,lipstick,0.4,medium,0,1,59,Frosted Glass Serum Bottle,Glass,6,1.167,7.43,82.38,76.44,8.52,standard,Europe,0.25,0.667844523,0.078210526,0.832576769,0.628211761,0.552,0.4416,7.300771202,-0.042136842
4737,lotion_product_4737,lotion,0.09,high,1,2,66,Aluminium Cosmetic Tin,Aluminum,8,0.198,1,76.22,79.1,12.15,standard,Asia,0.75,0.097173145,0.010526316,0.750333778,0.674081738,0.915,0.3667,61.36363605,0.028657895
4738,serum_product_4738,serum,0.359,high,1,1,103,PETG Lotion Bottle,Plastic,8,0.921,19.38,63.04,46.66,5.88,standard,Europe,0.75,0.522968198,0.204,0.574365821,0.114674944,0.288,0.3971,6.384364814,0.2748
4739,foundation_product_4739,foundation,0.156,low,1,3,70,Bamboo Dropper Bottle,Wood/Bamboo,7,0.333,83.85,47.74,78.22,9.68,standard,Asia,0.5,0.176678445,0.882631579,0.370093458,0.658906708,0.668,0.0863,29.06906898,0.264389474
4740,cream_product_4740,cream,0.358,medium,0,2,141,Recycled Cardboard Sleeve,Paper/Paperboard,6,0.741,94.89,32.31,70.44,3.77,express,Asia,0.25,0.41696113,0.998842105,0.164085447,0.524745646,0.077,-0.0291,5.087719291,0.376552632
4741,eyeliner_product_4741,eyeliner,0.353,low,0,2,127,Bamboo Mascara Tube,Wood/Bamboo,6,0.604,67.53,54.96,58.31,8.7,fragile,North America,0.25,0.336277974,0.710842105,0.466488652,0.31557165,0.57,0.25805,14.40397349,0.142252632
4742,foundation_product_4742,foundation,0.317,medium,1,1,59,Recycled PET Bottle,Plastic,9,0.502,15.53,69.59,73.54,4.55,fragile,Europe,1,0.276207303,0.163473684,0.661815754,0.578203138,0.155,0.3282,9.063745002,0.402542105
4743,foundation_product_4743,foundation,0.438,high,1,2,146,Rigid Kraft Paper Box,Paper/Paperboard,7,1.212,92.84,34.64,62.5,3.78,express,Asia,0.5,0.694346289,0.977263158,0.195193591,0.387825487,0.078,0.0339,3.118811879,0.469778947
4744,toner_product_4744,toner,0.102,low,1,2,102,PCR Plastic Lotion Bottle,Plastic,8,0.235,11.17,46.9,61.22,4.21,express,Asia,0.75,0.118963486,0.117578947,0.358878505,0.365752716,0.121,0.1629,17.91489354,0.298973684
4745,lipstick_product_4745,lipstick,0.493,low,0,1,26,Refillable Stick Container,Plastic,9,1.591,33.55,53.18,78.39,4.44,standard,Asia,1,0.917550058,0.353157895,0.442723632,0.661838248,0.144,0.13985,2.790697673,0.462747368
4746,foundation_product_4746,foundation,0.206,low,1,3,117,PLA Bioplastic Bottle,Bioplastic,6,0.616,89.69,52.73,65.44,5.76,fragile,Other,0.25,0.343345112,0.944105263,0.436715621,0.438523883,0.276,0.2001,9.350649335,0.300431579
4747,lipstick_product_4747,lipstick,0.294,low,0,2,9,PETG Lotion Bottle,Plastic,8,0.659,38.88,68.24,44.77,5.5,standard,Asia,0.75,0.368669022,0.409263158,0.643791722,0.082083118,0.25,0.45855,8.345978743,0.347778947
4748,eyeliner_product_4748,eyeliner,0.167,high,0,2,84,Molded Pulp Tray,Molded Pulp,7,0.334,91.67,36.24,76.41,6.83,fragile,Europe,0.5,0.177267373,0.964947368,0.216555407,0.62769443,0.383,-0.01965,20.44910174,0.37458421
4749,lotion_product_4749,lotion,0.029,medium,1,1,97,Aluminium Spray Bottle,Aluminum,9,0.097,0.91,70.04,96.38,11.47,fragile,Asia,1,0.037691402,0.009578947,0.667823765,0.972064149,0.847,0.2185,118.2474215,0.148773684
4750,cream_product_4750,cream,0.054,low,0,1,84,Sugarcane Bioplastic Tube,Bioplastic,8,0.124,62.24,52.84,59.81,6.63,standard,Europe,0.75,0.053592462,0.655157895,0.438184246,0.341438179,0.363,0.22935,53.4677415,0.387647368
4751,foundation_product_4751,foundation,0.453,low,1,2,21,Embossed Metal Gift Tin,Aluminum,9,1.234,3.29,77.51,82.88,9.83,express,Asia,1,0.707302709,0.034631579,0.767556742,0.739265391,0.683,0.3607,7.965964337,0.205489474
4752,serum_product_4752,serum,0.273,high,1,2,52,Stackable Sample Pot,Plastic,7,0.646,20.82,53.84,79.12,6.29,express,Europe,0.5,0.361012956,0.219157895,0.451535381,0.674426625,0.329,0.1428,9.73684209,0.167047368
4753,eyeliner_product_4753,eyeliner,0.195,low,0,3,37,Glass Dropper Bottle,Glass,7,0.647,0.99,72.97,71.45,9.43,express,Asia,0.5,0.361601884,0.010421053,0.70694259,0.542162442,0.643,0.37245,14.57496134,0.010226316
4754,lipstick_product_4754,lipstick,0.367,low,0,1,77,Airless Pump Bottle,Other,7,1.075,35.93,43.75,59.61,6.7,express,North America,0.5,0.613663133,0.378210526,0.31682243,0.337989308,0.37,0.13945,6.232558134,0.202463158
4755,serum_product_4755,serum,0.107,medium,1,3,19,Refillable Glass Foundation Bottle,Glass,7,0.233,8.59,77.04,77.35,9.17,express,Europe,0.5,0.11778563,0.090421053,0.761281709,0.643904121,0.617,0.38365,39.35622301,0.042026316
4756,lip_balm_product_4756,lip_balm,0.186,high,0,1,127,Recycled Aluminum Deodorant Stick,Aluminum,8,0.436,0.48,93.76,93.92,11.6,standard,Asia,0.75,0.237338045,0.005052632,0.984512684,0.929643042,0.86,0.468,26.60550453,0.043515789
4757,lip_balm_product_4757,lip_balm,0.42,low,0,2,120,Frosted Glass Serum Bottle,Glass,8,1.222,9.12,80.5,72.55,8.51,fragile,Other,0.75,0.700235571,0.096,0.807476636,0.56113123,0.551,0.44225,6.963993448,0.1635
4758,cream_product_4758,cream,0.063,medium,0,1,133,PCR Plastic Lotion Bottle,Plastic,9,0.164,29.82,65.72,75.36,4.21,standard,Asia,1,0.077149588,0.313894737,0.610146862,0.60958786,0.121,0.2804,25.67073155,0.457868421
4759,lip_balm_product_4759,lip_balm,0.335,high,0,1,9,Squeezable Silicone Tube,Plastic,7,0.822,15.18,61.02,59.48,7.14,express,Asia,0.5,0.464664311,0.159789474,0.547396529,0.335747543,0.414,0.3128,8.686131376,0.123736842
4760,foundation_product_4760,foundation,0.384,low,1,1,97,FSC Paperboard Carton,Paper/Paperboard,5,0.687,81.71,31.24,71.05,5.91,standard,Asia,0,0.38515901,0.860105263,0.149799733,0.535264701,0.291,-0.04285,8.602620075,0.170731579
4761,lip_balm_product_4761,lip_balm,0.089,low,0,2,28,Bamboo Fiber Compact Case,Wood/Bamboo,6,0.196,62.17,51.37,63.71,9.71,fragile,Asia,0.25,0.095995289,0.654421053,0.418558077,0.408691154,0.671,0.19515,49.54081607,0.095026316
4762,toner_product_4762,toner,0.277,high,1,2,20,Recycled HDPE Tube,Plastic,7,0.857,12.49,63.94,60.94,5.42,express,Asia,0.5,0.485276796,0.131473684,0.586381842,0.360924297,0.242,0.3347,6.324387391,0.166842105
4763,cream_product_4763,cream,0.108,low,0,2,11,Magnetic Closure Paperboard Box,Paper/Paperboard,7,0.304,87.38,42.22,90.72,6.91,express,Other,0.5,0.159599529,0.919789474,0.296395194,0.874461114,0.391,-0.0314,22.73026308,0.358636842
4764,serum_product_4764,serum,0.196,medium,1,2,2,PETG Lotion Bottle,Plastic,9,0.615,19.82,41.18,76.96,5.29,standard,Asia,1,0.342756184,0.208631579,0.282510013,0.637178824,0.229,0.027,8.601626002,0.393889474
4765,cream_product_4765,cream,0.488,low,0,2,123,Refillable Stick Container,Plastic,9,1.098,33.24,63.97,54.44,7.02,express,Europe,1,0.62720848,0.349894737,0.586782376,0.248836006,0.402,0.3675,6.393442617,0.384368421
4766,mascara_product_4766,mascara,0.306,medium,0,1,50,Stackable Sample Pot,Plastic,9,0.578,11,58.04,60.04,4.1,standard,North America,1,0.320965842,0.115789474,0.507610147,0.34540438,0.11,0.2802,7.093425593,0.401736842
4767,toner_product_4767,toner,0.127,low,1,3,115,Cornstarch Bioplastic Jar,Bioplastic,7,0.262,69.05,49.5,68.84,7.52,express,Asia,0.5,0.134864546,0.726842105,0.393591455,0.497154682,0.452,0.1508,28.70228997,0.282452632
4768,lotion_product_4768,lotion,0.039,medium,1,1,126,Recycled PET Bottle,Plastic,8,0.122,15.9,59.02,46.13,5.11,standard,Europe,0.75,0.052414605,0.167368421,0.520694259,0.105535437,0.211,0.35955,41.88524556,0.286910526
4769,serum_product_4769,serum,0.317,medium,1,3,82,Paper Tube Lip Balm Container,Paper/Paperboard,7,0.601,80.06,20.84,69.95,6.81,express,Europe,0.5,0.334511189,0.842736842,0.010947931,0.516295913,0.381,-0.14135,11.33111479,0.338521053
4770,eyeliner_product_4770,eyeliner,0.062,low,0,3,130,Refillable Stick Container,Plastic,8,0.213,8.4,43.73,78.23,7.49,standard,Europe,0.75,0.106007067,0.088421053,0.316555407,0.659079152,0.449,0.04615,35.16431908,0.191826316
4771,serum_product_4771,serum,0.463,low,1,3,30,Recycled Aluminum Deodorant Stick,Aluminum,9,1.338,0.68,79.23,87.36,12.21,express,North America,1,0.768551236,0.007157895,0.790520694,0.81652009,0.921,0.3555,9.125560531,0.125847368
4772,lip_balm_product_4772,lip_balm,0.469,low,0,3,95,Recycled PET Bottle,Plastic,7,0.732,32.73,48.02,78.97,7.48,fragile,North America,0.5,0.411660777,0.344526316,0.373831776,0.671839972,0.448,0.08535,10.21857922,0.168957895
4773,eyeliner_product_4773,eyeliner,0.073,low,0,1,51,Refillable Glass Foundation Bottle,Glass,7,0.196,0.99,81.82,75.12,6.43,standard,Asia,0.5,0.095995289,0.010421053,0.825100134,0.605449215,0.343,0.4426,32.80612228,0.100226316
4774,toner_product_4774,toner,0.187,high,1,2,147,Window Cutout Paperboard Box,Paper/Paperboard,8,0.319,73.71,44.96,71.63,4.98,express,Europe,0.75,0.168433451,0.775894737,0.332977303,0.545266425,0.198,0.09145,15.61128522,0.473368421
4775,eyeliner_product_4775,eyeliner,0.405,low,0,3,9,Metalized Paperboard Box,Aluminum,7,1.4,0.18,82.38,90.63,11.92,fragile,Asia,0.5,0.805064782,0.001894737,0.832576769,0.872909122,0.892,0.37065,8.514285708,-0.067031579
4776,compact_product_4776,compact,0.183,low,0,2,16,Refillable Metal Compact Case,Aluminum,7,0.414,1.7,87.86,97.01,10.41,express,Asia,0.5,0.224381625,0.017894737,0.905740988,0.982928091,0.741,0.39355,25.14492748,-0.016931579
4777,lipstick_product_4777,lipstick,0.28,medium,0,1,99,Recycled Cardboard Sleeve,Paper/Paperboard,6,0.857,83.4,44.71,66.34,5.91,standard,Other,0.25,0.485276796,0.877894737,0.329639519,0.454043801,0.291,0.1154,6.89614935,0.276068421
4778,lip_balm_product_4778,lip_balm,0.261,medium,0,3,33,Recycled Glass Perfume Bottle,Glass,7,0.83,7.13,61.05,74.54,9.56,standard,Asia,0.5,0.469375736,0.075052632,0.547797063,0.595447491,0.656,0.2378,11.51807228,0.025715789
4779,toner_product_4779,toner,0.43,high,1,1,98,Sugarcane Bioplastic Tube,Bioplastic,8,1.158,60.55,47.08,45.83,6.87,fragile,North America,0.75,0.662544169,0.637368421,0.361281709,0.100362131,0.387,0.24165,5.932642482,0.375110526
4780,foundation_product_4780,foundation,0.304,low,1,2,20,Compostable Pouch with Valve,Bioplastic,7,0.89,65.87,47.75,45.44,8.58,express,Asia,0.5,0.504711425,0.693368421,0.370226969,0.093636834,0.558,0.2503,9.640449427,0.240610526
4781,lotion_product_4781,lotion,0.202,low,1,2,77,Tinted Glass Cream Jar,Aluminum,7,0.452,4.49,70.9,95.15,9.6,fragile,Asia,0.5,0.246760895,0.047263158,0.679305741,0.950853595,0.66,0.23325,21.23893801,0.016178947
4782,cream_product_4782,cream,0.387,medium,0,3,39,Recycled PET Bottle,Plastic,7,1.167,36.56,58.16,58.48,6.21,express,Asia,0.5,0.667844523,0.384842105,0.509212283,0.31850319,0.321,0.2892,5.321336756,0.219152632
4783,eyeliner_product_4783,eyeliner,0.271,high,0,3,127,Recycled PP Compact Case,Plastic,8,0.43,33.22,54.37,53.74,4.26,standard,Asia,0.75,0.233804476,0.349684211,0.458611482,0.236764959,0.126,0.275,9.906976721,0.367105263
4784,lotion_product_4784,lotion,0.469,low,1,2,146,Recycled HDPE Tube,Plastic,8,1.49,35.91,55.31,62.31,6.48,standard,Asia,0.75,0.858068315,0.378,0.471161549,0.38454906,0.348,0.24155,4.348993286,0.309
4785,toner_product_4785,toner,0.115,medium,1,2,13,Stackable Sample Pot,Plastic,7,0.294,24.36,54.5,74.02,7.4,standard,Asia,0.5,0.153710247,0.256421053,0.460347129,0.586480428,0.44,0.1749,25.17006794,0.144926316
